ID,Expression,SUCCESS,TIME,Expression_Details
sogn_d_50_38_100,x1/x2+1,0,1.412426233,"add,div,x1,x2,mul,x1,div,div,x2,x2,x1"
sogn_d_50_39_100,x1/(x2+x2**2/x1),0,1.398461103,"div,x1,add,x2,mul,x2,div,x2,x1"
sogn_d_50_40_100,x1/(x2+(x1-1)/x2),0,1.391615152,"div,x1,add,add,x2,sub,x2,x2,div,sub,x1,div,x1,x1,x2"
sogn_d_50_41_100,x1**2*x2/(x1*(x2**2+x2)-2*x1+x2),0,1.393600702,"div,mul,x1,x1,div,sub,x2,add,x1,sub,x1,mul,add,mul,x2,x2,x2,x1,x2"
sogn_d_50_42_100,x1/(x1/x2+x2),0,1.45821929,"div,div,mul,x1,x2,add,div,x1,x2,x2,mul,x2,div,x1,x1"
sogn_d_50_43_100,(x1+x2**3/(-x1**2+x2))/x2,0,1.381237984,"div,add,div,x2,div,sub,x2,mul,x1,x1,mul,x2,x2,sub,add,x2,x1,x2,x2"
sogn_d_50_44_100,x1/(2*x2),0,1.373409033,"div,mul,x2,x1,mul,add,mul,x1,mul,div,div,x2,x1,x1,x1,x2,x2"
sogn_d_50_45_100,x1/(x2+(x2*(x1-1)+x2)/x1),0,1.378484964,"div,x1,add,div,mul,div,x2,x1,add,mul,x2,sub,x1,div,x2,x2,x2,x2,x2"
sogn_d_50_46_100,(x1+x2*(x2-x2/x1)/x1)/x2,0,1.47679925,"div,add,add,div,sub,x2,div,x2,x1,div,x1,x2,sub,x1,x2,x2,x2"
sogn_d_50_47_100,(x1-x1/(2*x1+2*x2**2))/x2,0,1.384560347,"div,sub,x1,div,x1,add,x1,add,add,mul,x2,x2,mul,x2,x2,x1,x2"
sogn_d_50_48_100,x1/(x1*x2**2+x2),0,1.536633015,"add,sub,x2,x2,div,x1,add,mul,div,x2,div,x2,mul,x2,x2,x1,x2"
sogn_d_50_49_100,x1/(x2-(x1-x2)/(2*x2)),0,1.394791842,"div,x1,sub,x2,div,x1,div,x2,div,sub,x1,x2,add,x1,x1"
sogn_d_50_50_100,x1/x2,1,1.388282537,"div,mul,x1,x1,mul,x1,x2"
sogn_d_50_51_100,x1/x2,1,1.578952551,"div,add,x1,mul,sub,x2,x2,add,sub,add,mul,x1,mul,x1,x2,x1,x1,x1,x2"
sogn_d_50_52_100,x1/x2,1,1.394433022,"div,x1,add,x2,add,sub,x2,x1,sub,x1,x2"
